Segment,Territory,Customer Date,Net ARR,Composite Fleet Size,Number of ELD Devices
CMRL,Tampa,9/26/2019,15960,40,37
CMRL,Ontario,3/19/2020,6600,48,13
CMRL,Northeast,9/30/2020,5460,42,13
CMRL,Chicago West,4/19/2019,16956,24,29
CMRL,Chicago West,10/3/2017,11520,39,49
CMRL,South Central,12/5/2017,11520,20,25
CMRL,South Central,2/19/2018,5760,24,29
CMRL,Northwest,2/3/2017,3240,20,10
CMRL,Northeast,7/10/2019,16800,40,38
CMRL,Southwest,12/19/2016,11160,31,62
CMRL,South Central,3/22/2018,8280,23,44
CMRL,Detroit,11/11/2019,17400,23,31
CMRL,South Central,10/23/2017,5400,22,15
CMRL,Northeast,5/9/2019,10140,30,32
CMRL,North Central,8/30/2017,1680,45,7
CMRL,Northwest,6/26/2019,10920,25,31
CMRL,Southeast,11/27/2017,5520,22,23
CMRL,Dallas,10/25/2017,11868,30,46
CMRL,Southwest,12/29/2017,1080,20,3
CMRL,North Central,3/3/2017,3960,20,11
CMRL,Northwest,12/21/2017,8316,38,31
CMRL,Alberta,11/25/2019,14496,29,38
CMRL,North Central,12/27/2017,26220,39,70
CMRL,North Central,5/24/2017,10440,30,29
CMRL,South Central,4/10/2017,15840,25,46
CMRL,South Central,11/27/2017,5040,20,21
CMRL,Northwest,7/17/2017,7920,30,37
CMRL,Northeast,5/3/2017,13860,37,39
CMRL,North Central,6/19/2017,6300,40,14
CMRL,Canada West,5/3/2018,10740,30,32
CMRL,Northwest,11/11/2019,16380,32,41
CMRL,Northwest,5/20/2020,5400,26,32
CMRL,Alberta,12/16/2019,19980,28,30
CMRL,Northeast,12/18/2019,7728,22,25
CMRL,Ontario,2/27/2020,2940,25,5
CMRL,Southeast,12/31/2019,5400,30,14
CMRL,South Central,5/29/2020,7128,30,14
CMRL,Southeast,3/30/2020,13020,31,31
CMRL,Southwest,1/14/2020,9540,33,30
CMRL,Los Angeles,8/10/2020,22680,40,35
CMRL,Alberta,4/8/2020,7020,40,39
CMRL,Southwest,2/21/2020,19680,40,40
CMRL,Northeast,3/23/2020,3240,30,6
CMRL,Southeast,6/2/2020,6720,30,33
CMRL,Tampa,2/29/2020,7620,25,9
CMRL,South Central,3/17/2020,14580,21,28
CMRL,Chicago West,3/18/2020,21600,35,37
CMRL,Southwest,4/20/2020,16920,28,30
CMRL,North Central,5/18/2020,30252,38,41
CMRL,Ontario,7/15/2020,7920,22,25
CMRL,North Central,8/28/2020,16368,42,39
CMRL,North Central,7/23/2020,8400,20,20
CMRL,Northwest,10/13/2020,15960,35,35
CMRL,Canada East,10/16/2020,3360,20,6
CMRL,North Central,10/9/2020,6480,27,20
CMRL,Southeast,11/27/2017,12480,24,5
CMRL,Northwest,2/1/2018,19980,45,47
CMRL,North Central,11/29/2017,9240,30,26
CMRL,Chicago West,11/3/2017,7440,30,32
CMRL,North Central,4/23/2019,13800,30,23
CMRL,Northwest,8/21/2019,15624,29,33
CMRL,Chicago East,7/13/2017,10920,25,30
CMRL,North Central,2/3/2017,5040,21,20
CMRL,Southwest,9/30/2020,12876,25,29
